x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,y0,y1,y2,y3,y4,y5,y6,y7,y8,y9,y10,y11,y12,y13,y14,y15,y16,y17,y18,y19,y20,y21,y22,y23,y24,y25,y26,y27,y28,y29,y30,y31,y32,pose
0.5873406529426575,0.6049174666404724,0.6174231171607971,0.6288309693336487,0.5668065547943115,0.5531668066978455,0.5397457480430603,0.6468328237533569,0.5154997706413269,0.6102235913276672,0.5615648627281189,0.7298544645309448,0.4358615279197693,0.9219529032707214,0.24351799488067627,0.6517507433891296,0.4994223713874817,0.5908956527709961,0.5484054088592529,0.5778448581695557,0.5431814789772034,0.5888360738754272,0.5335469841957092,0.7185738682746887,0.4614419937133789,0.7191705107688904,0.47899532318115234,0.7207301259040833,0.4944934844970703,0.7269328236579895,0.49074476957321167,0.6988825798034668,0.5374807715415955,0.5817383527755737,0.5331871509552002,0.5348635315895081,0.5364208817481995,0.525734007358551,0.5232033133506775,0.5214628577232361,0.5367553234100342,0.5337035059928894,0.6265406012535095,0.6186138391494751,0.7005079388618469,0.7130348086357117,0.7011720538139343,0.7362276911735535,0.4325132369995117,0.4039868712425232,0.316469669342041,0.27928590774536133,0.2906087338924408,0.2605898678302765,0.3547990024089813,0.30644235014915466,1.3619024753570557,1.3689968585968018,1.9519904851913452,1.958555817604065,2.4801557064056396,2.4851458072662354,2.5540311336517334,2.5561764240264893,2.653005361557007,2.666869878768921,Namaste
0.5875715017318726,0.605060875415802,0.6175785064697266,0.6289922595024109,0.5669065713882446,0.5532804727554321,0.539886474609375,0.6469963192939758,0.515407919883728,0.6103542447090149,0.5618299245834351,0.7300313711166382,0.4358970522880554,0.9220215082168579,0.24333301186561584,0.6514997482299805,0.49751853942871094,0.5907472372055054,0.5476102828979492,0.5776599645614624,0.5421034097671509,0.5887793302536011,0.5323889255523682,0.720011293888092,0.46262478828430176,0.7228731513023376,0.4868815541267395,0.7251943349838257,0.5018145442008972,0.7314161062240601,0.497653067111969,0.7034950852394104,0.5429810285568237,0.5816158056259155,0.5331076979637146,0.5347737669944763,0.5362948179244995,0.5256906747817993,0.5231879353523254,0.5214357376098633,0.536112904548645,0.5336587429046631,0.6264439225196838,0.6185725927352905,0.6992985606193542,0.7130029797554016,0.7013294696807861,0.738018274307251,0.43404853343963623,0.4126967489719391,0.31792476773262024,0.2851884067058563,0.29303041100502014,0.26557955145835876,0.3575974106788635,0.31318673491477966,1.361892580986023,1.368984341621399,1.9520556926727295,1.958709955215454,2.4797792434692383,2.485060214996338,2.553496837615967,2.5559425354003906,2.6517724990844727,2.66658353805542,Namaste
0.5877212882041931,0.6051661968231201,0.6176546216011047,0.6290503740310669,0.5670338869094849,0.5533910989761353,0.539946973323822,0.6469894647598267,0.5147464871406555,0.6104372143745422,0.5619866251945496,0.7301157712936401,0.4359581470489502,0.9219678640365601,0.24326655268669128,0.6512532830238342,0.496237576007843,0.5895853638648987,0.5472779273986816,0.577057957649231,0.5415037274360657,0.588142991065979,0.5315739512443542,0.7200996279716492,0.46271365880966187,0.7230265140533447,0.4872438311576843,0.7251898050308228,0.5019651651382446,0.7313438653945923,0.49794238805770874,0.7033575773239136,0.5427550077438354,0.5816088318824768,0.5331190824508667,0.5347650647163391,0.536247968673706,0.5257270932197571,0.5232593417167664,0.521602988243103,0.5359176397323608,0.5336750745773315,0.6263788938522339,0.6185320615768433,0.6971837878227234,0.7089394927024841,0.7014551162719727,0.7389535307884216,0.43519729375839233,0.4240145981311798,0.31882399320602417,0.2929591238498688,0.29457899928092957,0.2732199430465698,0.3592570722103119,0.32231780886650085,1.3550711870193481,1.3618742227554321,1.9454249143600464,1.951975703239441,2.4743306636810303,2.4802823066711426,2.54787540435791,2.551830530166626,2.6466288566589355,2.6603505611419678,Namaste
0.5881053805351257,0.6052360534667969,0.6177442669868469,0.6291444897651672,0.5670875310897827,0.55348140001297,0.5400293469429016,0.647060751914978,0.5145201683044434,0.610666811466217,0.5621666312217712,0.7300126552581787,0.43600374460220337,0.9219568371772766,0.2431444674730301,0.6511512994766235,0.4958897531032562,0.5894942283630371,0.5472725033760071,0.5770359039306641,0.5413711071014404,0.5880565047264099,0.531375527381897,0.7200134992599487,0.4627910554409027,0.7230184674263,0.48740869760513306,0.7251567840576172,0.5016725063323975,0.7313106060028076,0.4976581037044525,0.7031941413879395,0.5424491167068481,0.581593930721283,0.5331099629402161,0.534745991230011,0.536205530166626,0.5257263779640198,0.5232753157615662,0.521668016910553,0.535863995552063,0.5337772369384766,0.6263254880905151,0.6184971332550049,0.6954431533813477,0.7072852849960327,0.7012725472450256,0.7390474677085876,0.43524613976478577,0.42775318026542664,0.3181736171245575,0.2942047715187073,0.2945689857006073,0.275912344455719,0.35925355553627014,0.3262295722961426,1.3519480228424072,1.3582707643508911,1.9426538944244385,1.9485218524932861,2.4715731143951416,2.4779446125030518,2.54498291015625,2.549907922744751,2.6442291736602783,2.657363176345825,Namaste
0.5885274410247803,0.6053405404090881,0.6177822351455688,0.6291955709457397,0.5672369003295898,0.5535683631896973,0.5400640964508057,0.6471304297447205,0.5145678520202637,0.6108924150466919,0.5623444318771362,0.7300944328308105,0.43619221448898315,0.9222299456596375,0.24262098968029022,0.6491959691047668,0.49587908387184143,0.5880610346794128,0.5473552942276001,0.5761599540710449,0.5414011478424072,0.5866771340370178,0.5313887596130371,0.7200790643692017,0.46286964416503906,0.7230522036552429,0.48748207092285156,0.7251808643341064,0.5014535188674927,0.7312878370285034,0.4974307417869568,0.7030487656593323,0.5422049760818481,0.5821030139923096,0.5337072014808655,0.5353787541389465,0.5368326306343079,0.5261256694793701,0.5236539840698242,0.5220760703086853,0.5360179543495178,0.5341347455978394,0.6265307664871216,0.6188135147094727,0.6953294277191162,0.7070233225822449,0.7010927200317383,0.7392493486404419,0.43527427315711975,0.4295746386051178,0.31804853677749634,0.29489293694496155,0.29505714774131775,0.2777116894721985,0.35957232117652893,0.32887697219848633,1.3519706726074219,1.358184814453125,1.9427672624588013,1.948523759841919,2.471630096435547,2.47796368598938,2.5450682640075684,2.5499424934387207,2.6441421508789062,2.6572906970977783,Namaste
0.588823676109314,0.6055370569229126,0.6179105639457703,0.6292619705200195,0.5674609541893005,0.5537383556365967,0.5401890277862549,0.6473159193992615,0.5146672129631042,0.6111911535263062,0.5625708699226379,0.7302612066268921,0.4362363815307617,0.9221639633178711,0.24242854118347168,0.6491142511367798,0.4970742166042328,0.5879373550415039,0.5480445027351379,0.5762410759925842,0.5421391725540161,0.5870541930198669,0.5323992967605591,0.7198897004127502,0.4629305899143219,0.7228133082389832,0.4880777895450592,0.7236979007720947,0.5010326504707336,0.7296866178512573,0.49620023369789124,0.699934720993042,0.5412287712097168,0.5835539698600769,0.5344558954238892,0.5360404253005981,0.5373174548149109,0.5267533659934998,0.5242497324943542,0.5226907134056091,0.5359652638435364,0.5346564650535583,0.6272335052490234,0.620052695274353,0.6944272518157959,0.7058077454566956,0.7004848718643188,0.7393909096717834,0.4353746175765991,0.4295312762260437,0.31790047883987427,0.29536765813827515,0.29515933990478516,0.27854296565055847,0.36021658778190613,0.3298744261264801,1.3516281843185425,1.3573360443115234,1.941847562789917,1.9470618963241577,2.4707260131835938,2.477019786834717,2.543614149093628,2.54907488822937,2.6439623832702637,2.6565659046173096,Namaste
0.5893718600273132,0.6059460043907166,0.6182016134262085,0.6294779777526855,0.5680449604988098,0.5543304681777954,0.5407724380493164,0.6476303339004517,0.5149741172790527,0.6116467714309692,0.5631383657455444,0.7303379774093628,0.43632087111473083,0.9227937459945679,0.24222466349601746,0.6493263244628906,0.4981244206428528,0.5878565907478333,0.548530638217926,0.5762434601783752,0.5425464510917664,0.5874722003936768,0.5331185460090637,0.7197636365890503,0.462911456823349,0.7218878269195557,0.48782485723495483,0.7211518287658691,0.4986360967159271,0.7266893982887268,0.4931776523590088,0.6964440941810608,0.5387440323829651,0.5836493372917175,0.5345789194107056,0.5361759066581726,0.5374306440353394,0.5267988443374634,0.524275541305542,0.5227017998695374,0.5359210968017578,0.5346468091011047,0.6272490620613098,0.6200787425041199,0.6942192912101746,0.7044341564178467,0.7004681825637817,0.7396363615989685,0.435995489358902,0.4305214583873749,0.318330317735672,0.29716163873672485,0.2966112196445465,0.2802456021308899,0.36294376850128174,0.3320910632610321,1.3515782356262207,1.356906771659851,1.9417152404785156,1.94606351852417,2.4707086086273193,2.47643780708313,2.543616771697998,2.5485739707946777,2.6438639163970947,2.6559882164001465,Namaste
0.5895353555679321,0.6061778664588928,0.6184108257293701,0.6296499371528625,0.5682785511016846,0.5545816421508789,0.5410439968109131,0.64802086353302,0.5152650475502014,0.6118278503417969,0.5632085204124451,0.7310606837272644,0.4369018077850342,0.9231077432632446,0.24217982590198517,0.6496635675430298,0.49902230501174927,0.5878082513809204,0.5488526225090027,0.5762566924095154,0.5428904294967651,0.5878230333328247,0.5335699319839478,0.7196820974349976,0.4629476070404053,0.7217354774475098,0.48802322149276733,0.7211545705795288,0.49860262870788574,0.7266947031021118,0.49318361282348633,0.6963600516319275,0.5386708378791809,0.5839390158653259,0.5349971055984497,0.5366086959838867,0.5378847718238831,0.5272513031959534,0.5247378349304199,0.5231658220291138,0.5365925431251526,0.535183310508728,0.6273650527000427,0.6203335523605347,0.6941946148872375,0.7043813467025757,0.7002360224723816,0.739850640296936,0.4371087849140167,0.43060827255249023,0.31902456283569336,0.298287570476532,0.29806676506996155,0.2812327444553375,0.36516064405441284,0.33269986510276794,1.3515708446502686,1.356355905532837,1.9417301416397095,1.9452913999557495,2.4705419540405273,2.475839376449585,2.5435235500335693,2.548053741455078,2.6434338092803955,2.6552443504333496,Namaste
0.5897278189659119,0.6063171029090881,0.6185459494590759,0.6297894716262817,0.5684138536453247,0.5546841621398926,0.5411257147789001,0.6482069492340088,0.5152871608734131,0.6119396090507507,0.5632713437080383,0.7314442992210388,0.43698057532310486,0.9234136343002319,0.2421376258134842,0.6496356725692749,0.4990183413028717,0.5877448916435242,0.5489103198051453,0.5762468576431274,0.5429209470748901,0.5878099203109741,0.5335771441459656,0.7197154760360718,0.46297091245651245,0.721625804901123,0.4877947270870209,0.7211562395095825,0.4985165596008301,0.7267258763313293,0.49314966797828674,0.6962599158287048,0.5386260747909546,0.5840873122215271,0.5352153182029724,0.5369206070899963,0.5382987260818481,0.52732253074646,0.5247904658317566,0.5232112407684326,0.5371606349945068,0.5352687835693359,0.6275660395622253,0.6205795407295227,0.6943523287773132,0.7043894529342651,0.6999639868736267,0.739955484867096,0.43713030219078064,0.4312829375267029,0.31883925199508667,0.29861271381378174,0.29801076650619507,0.2819882333278656,0.36502543091773987,0.333858460187912,1.3526726961135864,1.3570468425750732,1.943442940711975,1.9462863206863403,2.472585439682007,2.4773550033569336,2.5457420349121094,2.5496599674224854,2.6460466384887695,2.657589912414551,Namaste
0.5898634195327759,0.6063661575317383,0.6185890436172485,0.629852831363678,0.568539559841156,0.5548325777053833,0.5412588119506836,0.6482412219047546,0.5153303742408752,0.6119924783706665,0.563334584236145,0.731662392616272,0.4370238780975342,0.9236318469047546,0.2420635223388672,0.649492621421814,0.49884548783302307,0.5874065160751343,0.5489188432693481,0.57597815990448,0.5429266691207886,0.587640643119812,0.5335763692855835,0.7205706834793091,0.4636785387992859,0.7219294309616089,0.4880348742008209,0.7212205529212952,0.49848756194114685,0.72683185338974,0.49314624071121216,0.6962567567825317,0.5388158559799194,0.5840131640434265,0.5352069735527039,0.5369235277175903,0.5383307933807373,0.5272476673126221,0.5246915817260742,0.5230970978736877,0.5373874306678772,0.5351630449295044,0.6275640726089478,0.620564877986908,0.6944475769996643,0.7043888568878174,0.6994218826293945,0.7400429844856262,0.43713247776031494,0.4335522949695587,0.3187211751937866,0.2996416389942169,0.29802659153938293,0.2839144170284271,0.36500823497772217,0.336779922246933,1.3529884815216064,1.3577765226364136,1.9439895153045654,1.947346568107605,2.4728901386260986,2.4781036376953125,2.5460057258605957,2.5502266883850098,2.646399974822998,2.6585476398468018,Namaste
